step,split,ce,cert,top1,top5,cell_err_m,pose_nll,pose_err_m,n,sec
6544,train,4.0433,2.8076,0.0567,0.2320,11.21,2.4506,0.00,194,2.3
6545,train,nan,0.1579,nan,nan,nan,0.0000,nan,0,1.3
6546,train,3.9472,2.6964,0.0000,0.0206,42.35,3.6765,45.69,194,3.9
6547,train,4.2599,2.8787,0.0258,0.0876,15.36,3.8030,5.66,194,2.2
6548,train,4.7968,3.2900,0.0000,0.0000,31.50,4.5052,28.00,194,2.4
6549,train,nan,0.3051,nan,nan,nan,0.0000,nan,0,4.3
6550,train,3.6897,3.8931,0.0155,0.0722,24.64,3.5325,20.40,194,1.1
6551,train,3.9018,4.0260,0.0518,0.1813,9.91,3.0920,6.00,193,1.7
6552,train,nan,0.1867,nan,nan,nan,0.0000,nan,0,2.0
6553,train,3.9203,3.4342,0.0103,0.0464,32.04,3.4208,40.00,194,3.3
6554,train,3.6488,3.7567,0.0876,0.2629,15.87,3.3830,20.62,194,1.9
6555,train,4.2245,2.7790,0.0000,0.0000,43.77,4.2709,42.43,194,4.5
6556,train,nan,0.2246,nan,nan,nan,0.0000,nan,0,1.6
6557,train,3.9119,4.6403,0.0104,0.0415,35.06,3.4886,50.00,193,3.5
6558,train,4.0970,3.4646,0.0309,0.1649,15.41,3.1929,30.41,194,1.9
6559,train,nan,0.1543,nan,nan,nan,0.0000,nan,0,1.9
6560,train,nan,0.1355,nan,nan,nan,0.0000,nan,0,1.4
6561,train,3.9562,4.1547,0.0103,0.0515,12.77,3.2064,15.00,194,1.9
6562,train,3.8821,4.1097,0.0722,0.2887,12.39,3.2682,4.00,194,1.5
6563,train,3.4732,3.6284,0.0361,0.2629,17.43,3.2834,15.00,194,3.1
6564,train,3.9675,4.5685,0.0311,0.0881,20.44,3.6468,8.00,193,1.1
6565,train,3.9235,4.5409,0.0206,0.1443,9.67,3.0543,3.00,194,1.9
6566,train,3.5518,4.1189,0.0513,0.2821,11.00,3.2682,16.49,195,1.5
6567,train,4.9602,3.7763,0.0000,0.0258,39.86,4.3670,46.86,194,4.5
6568,train,4.8915,2.9996,0.0104,0.0365,31.51,4.3709,24.74,192,5.0
6569,train,5.2220,4.7705,0.0052,0.0104,22.35,5.9323,20.00,193,1.8
6570,train,4.0014,3.9542,0.0412,0.2371,14.32,3.3992,5.00,194,1.5
6571,train,3.4918,2.8942,0.0207,0.1554,25.85,3.8930,30.00,193,2.5
6572,train,4.0617,3.8475,0.0052,0.0415,28.48,3.9597,36.50,193,4.6
6573,train,4.2867,4.9459,0.0258,0.1443,18.63,3.9652,15.81,194,1.9
6574,train,4.3032,5.9573,0.0052,0.0464,21.17,2.9649,24.00,194,1.3
6575,train,4.5010,3.4834,0.0000,0.0000,47.96,4.6380,66.27,194,5.3
6576,train,4.5077,5.2336,0.0103,0.0722,20.98,4.7633,21.63,194,1.2
6577,train,3.8686,4.4118,0.0464,0.2268,10.56,3.6364,21.21,194,1.7
6578,train,4.0154,3.6737,0.0309,0.0979,23.25,4.5800,24.33,194,2.0
6579,train,3.3221,3.2086,0.0515,0.4381,9.76,2.6325,0.00,194,1.5
6580,train,3.4522,3.3795,0.0773,0.3866,10.00,3.1585,5.00,194,1.9
6581,train,3.4093,3.4692,0.0567,0.2835,9.90,2.7450,4.00,194,2.2
6582,train,3.5232,3.0182,0.0677,0.2865,17.86,3.4046,15.81,192,3.1
6583,train,3.5616,3.5988,0.0156,0.1927,12.35,4.5145,5.00,192,3.4
6584,train,3.1075,2.5068,0.0933,0.4715,11.72,2.9412,10.00,193,4.0
6585,train,4.3999,3.6831,0.0258,0.1546,22.36,4.4484,11.18,194,4.0
6586,train,nan,0.1900,nan,nan,nan,0.0000,nan,0,4.9
6587,train,4.2264,4.9808,0.0155,0.0415,19.26,3.7820,27.66,193,1.8
6588,train,3.2086,3.4545,0.1186,0.3144,15.73,2.7991,6.00,194,5.4
6589,train,4.0640,3.9175,0.0052,0.0464,19.29,3.3383,20.40,194,2.2
6590,train,3.3545,2.9369,0.0464,0.2474,24.92,3.8339,30.00,194,2.1
6591,train,3.1864,3.4533,0.1907,0.6701,10.13,3.0931,30.00,194,2.4
6592,train,5.6141,2.1487,0.0000,0.0064,42.61,6.4197,26.83,156,5.2
6593,train,3.2796,2.9819,0.0415,0.3057,13.76,4.1063,7.07,193,3.9
6594,train,3.9043,3.3440,0.0311,0.1451,11.80,3.6591,9.00,193,1.8
6595,train,4.0279,3.8226,0.0155,0.0773,24.84,4.0388,30.59,194,2.1
6596,train,4.2551,3.1826,0.0052,0.0567,16.14,3.5858,6.00,194,5.4
6597,train,4.6358,4.1258,0.0206,0.0722,13.20,4.7409,10.82,194,1.9
6598,train,4.3751,3.8396,0.0000,0.0469,18.48,3.7666,12.00,192,1.6
6599,train,3.5563,5.0635,0.0309,0.2165,11.81,3.9987,12.00,194,1.9
6600,train,nan,0.1741,nan,nan,nan,0.0000,nan,0,2.2
6600,val,4.1462,,0.0295,0.1391,17.21,3.9467,16.52,6576,51.4
